FuncAddr			CpuTime		Percentage		SelfTime		Percentage		CallTimes		AvarageSelfTime
0x4ffff09b9f88		47636				0.000012%		34877				0.000008%		1			34877.000000
0x4ffff06c89a8		138060				0.000033%		78895				0.000019%		14			5635.357143
0x4ffff0a775fc		6060				0.000001%		6060				0.000001%		1			6060.000000
0x4ffff07a3308		336				0.000000%		336				0.000000%		2			168.000000
0x4ffff07c6880		101				0.000000%		101				0.000000%		1			101.000000
0x4ffff077a1a8		54130				0.000013%		54130				0.000013%		122			443.688525
0x4ffff07c6390		98				0.000000%		98				0.000000%		1			98.000000
0x4ffff15c1c08		1461718				0.000353%		1461718				0.000353%		1			1461718.000000
0x4ffff07a05e8		25836				0.000006%		9586				0.000002%		1			9586.000000
0x4ffff0b7fc30		378774529825				91.522158%		325522				0.000079%		1			325522.000000
0x4ffff073ec08		3041				0.000001%		3041				0.000001%		4			760.250000
0x4ffff0a86934		20045				0.000005%		19731				0.000005%		1			19731.000000
0x4ffff0702868		17466				0.000004%		15575				0.000004%		1			15575.000000
0x4ffff0777fc0		353				0.000000%		353				0.000000%		1			353.000000
0x4ffff0a6c880		1043743				0.000252%		1043743				0.000252%		1			1043743.000000
0x4ffff0738ec0		984				0.000000%		984				0.000000%		2			492.000000
0x4ffff070f2a4		539937				0.000130%		539937				0.000130%		33			16361.727273
0x4ffff073a05c		9651				0.000002%		9651				0.000002%		7			1378.714286
0x4ffff0769d7c		6931				0.000002%		6931				0.000002%		2			3465.500000
0x4ffff072d608		7189253				0.001737%		462260				0.000112%		38			12164.736842
0x4ffff0967d1c		5677				0.000001%		5677				0.000001%		2			2838.500000
0x4ffff15c2fc4		478761298				0.115682%		478761298				0.115682%		6834			70055.794264
0x4ffff07f634c		668086				0.000161%		668086				0.000161%		2			334043.000000
0x4ffff070f4b4		3884				0.000001%		3884				0.000001%		1			3884.000000
0x4ffff072da70		4663				0.000001%		4663				0.000001%		1			4663.000000
0x4ffff06d5990		10778				0.000003%		10778				0.000003%		1			10778.000000
0x4ffff0b4fe64		1623				0.000000%		1623				0.000000%		1			1623.000000
0x4ffff072f128		9853				0.000002%		9853				0.000002%		3			3284.333333
0x4ffff072bcc4		71320				0.000017%		71320				0.000017%		17			4195.294118
0x4ffff070105c		854				0.000000%		854				0.000000%		1			854.000000
0x4ffff07a4588		2171				0.000001%		2171				0.000001%		1			2171.000000
0x4ffff0746c20		325				0.000000%		325				0.000000%		1			325.000000
0x4ffff089a574		3388236480				0.818689%		3388236480				0.818689%		670			5057069.373134
0x4ffff083fe44		29858618				0.007215%		44263				0.000011%		1			44263.000000
0x4ffff07014cc		1037				0.000000%		1037				0.000000%		1			1037.000000
0x4ffff15c1b24		3228				0.000001%		3228				0.000001%		1			3228.000000
0x4ffff072c298		25761				0.000006%		25761				0.000006%		5			5152.200000
0x4ffff07ed044		25518849				0.006166%		24311284				0.005874%		7			3473040.571429
0x4ffff15c18bc		1190297				0.000288%		1190297				0.000288%		6			198382.833333
0x4ffff0745690		1023				0.000000%		1023				0.000000%		1			1023.000000
0x4ffff07b4594		321810				0.000078%		318072				0.000077%		1			318072.000000
0x4ffff079ed60		6793				0.000002%		6793				0.000002%		1			6793.000000
0x4ffff07a038c		716				0.000000%		716				0.000000%		9			79.555556
0x4ffff086e040		6143				0.000001%		6143				0.000001%		1			6143.000000
0x4ffff0744328		1431				0.000000%		1431				0.000000%		2			715.500000
0x4ffff06e7450		111664023792				26.981045%		15065586				0.003640%		33			456532.909091
0x4ffff0a6aa5c		13347				0.000003%		13144				0.000003%		1			13144.000000
0x4ffff08493a0		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff0747a88		2155				0.000001%		2155				0.000001%		10			215.500000
0x4ffff09e8774		50694646				0.012249%		879520				0.000213%		1			879520.000000
0x4ffff0777804		1395				0.000000%		1395				0.000000%		2			697.500000
0x4ffff073a398		4896297				0.001183%		4896297				0.001183%		4008			1221.630988
0x4ffff0700110		6726993				0.001625%		6726993				0.001625%		27			249147.888889
0x4ffff0739658		1673				0.000000%		1673				0.000000%		6			278.833333
0x4ffff079c7ec		1013282037				0.244836%		42352				0.000010%		1			42352.000000
0x4ffff0747f28		6242				0.000002%		6242				0.000002%		15			416.133333
0x4ffff07c12f0		294				0.000000%		294				0.000000%		1			294.000000
0x4ffff082aa48		72781				0.000018%		72781				0.000018%		205			355.029268
0x4ffff073956c		18180				0.000004%		18180				0.000004%		178			102.134831
0x4ffff077978c		312654				0.000076%		272051				0.000066%		48			5667.729167
0x4ffff0747c84		8981				0.000002%		8981				0.000002%		6			1496.833333
0x4ffff0746d88		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff07bd73c		24427				0.000006%		24427				0.000006%		1			24427.000000
0x4ffff0777c08		5306				0.000001%		5306				0.000001%		112			47.375000
0x4ffff0afe7e4		9825				0.000002%		9825				0.000002%		1			9825.000000
0x4ffff0744a38		6696				0.000002%		6696				0.000002%		112			59.785714
0x4ffff08395b0		15168				0.000004%		14000				0.000003%		2			7000.000000
0x4ffff07b8cec		432153				0.000104%		110267				0.000027%		1			110267.000000
0x4ffff0bae614		17332432				0.004188%		110560				0.000027%		1			110560.000000
0x4ffff0748618		127				0.000000%		127				0.000000%		1			127.000000
0x4ffff07b66b0		460				0.000000%		460				0.000000%		2			230.000000
0x4ffff07b8b5c		415				0.000000%		415				0.000000%		2			207.500000
0x4ffff07c0ff8		111				0.000000%		111				0.000000%		2			55.500000
0x4ffff07bd5b0		25328				0.000006%		25328				0.000006%		44			575.636364
0x4ffff07c6608		364				0.000000%		364				0.000000%		1			364.000000
0x4ffff07faa5c		609437155				0.147256%		4607303				0.001113%		1			4607303.000000
0x4ffff07f82b0		44017879				0.010636%		181985				0.000044%		1			181985.000000
0x4ffff07fe5cc		275076				0.000066%		275076				0.000066%		201			1368.537313
0x4ffff07b4414		187				0.000000%		187				0.000000%		2			93.500000
0x4ffff07fe874		48424				0.000012%		46523				0.000011%		1			46523.000000
0x4ffff077b8b0		30098				0.000007%		30098				0.000007%		69			436.202899
0x4ffff0748eb0		142087041				0.034332%		393206				0.000095%		1			393206.000000
0x4ffff08312fc		5406				0.000001%		5406				0.000001%		24			225.250000
0x4ffff082ac04		165				0.000000%		165				0.000000%		1			165.000000
0x4ffff0a86804		4744				0.000001%		4744				0.000001%		1			4744.000000
0x4ffff09737e0		198873587				0.048053%		55131621				0.013321%		2			27565810.500000
0x4ffff073b874		37285				0.000009%		27765				0.000007%		4			6941.250000
0x4ffff0842c84		95664583				0.023115%		95459037				0.023065%		1			95459037.000000
0x4ffff07c6df8		3628				0.000001%		3628				0.000001%		3			1209.333333
0x4ffff09974dc		4792003				0.001158%		4596996				0.001111%		1			4596996.000000
0x4ffff0733058		173				0.000000%		173				0.000000%		5			34.600000
0x4ffff0734a70		6192				0.000001%		6192				0.000001%		72			86.000000
0x4ffff0b90b00		713				0.000000%		713				0.000000%		4			178.250000
0x4ffff0733768		95				0.000000%		95				0.000000%		1			95.000000
0x4ffff0963c38		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff0b91048		1060				0.000000%		1060				0.000000%		1			1060.000000
0x4ffff078c6e4		3377900				0.000816%		3173385				0.000767%		1			3173385.000000
0x4ffff0a35cc0		257292				0.000062%		137619				0.000033%		1			137619.000000
0x4ffff07c5520		171				0.000000%		171				0.000000%		1			171.000000
0x4ffff0732b88		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff0777ee8		408				0.000000%		408				0.000000%		2			204.000000
0x4ffff06e2350		3242				0.000001%		3242				0.000001%		1			3242.000000
0x4ffff0941e4c		88				0.000000%		88				0.000000%		2			44.000000
0x4ffff073b470		27219078				0.006577%		22332301				0.005396%		4			5583075.250000
0x4ffff09cd110		214591				0.000052%		189978				0.000046%		2			94989.000000
0x4ffff094651c		635238				0.000153%		188956				0.000046%		1			188956.000000
0x4ffff0747e90		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff0733ca8		57				0.000000%		57				0.000000%		1			57.000000
0x4ffff0830f1c		2374				0.000001%		2374				0.000001%		4			593.500000
0x4ffff07a4714		1229993				0.000297%		228709				0.000055%		1			228709.000000
0x4ffff09c7f40		2544				0.000001%		2544				0.000001%		1			2544.000000
0x4ffff084fdd0		464583				0.000112%		336494				0.000081%		1			336494.000000
0x4ffff0a07720		172455				0.000042%		168991				0.000041%		2			84495.500000
0x4ffff0771f98		3979185				0.000961%		862069				0.000208%		1			862069.000000
0x4ffff07c4f68		68				0.000000%		68				0.000000%		1			68.000000
0x4ffff0739768		336				0.000000%		336				0.000000%		1			336.000000
0x4ffff09723a4		87002330				0.021022%		73486146				0.017756%		14			5249010.428571
0x4ffff0a74768		10692				0.000003%		10635				0.000003%		1			10635.000000
0x4ffff0865a08		932633				0.000225%		20480				0.000005%		1			20480.000000
0x4ffff0a0adb0		1014				0.000000%		1014				0.000000%		6			169.000000
0x4ffff07c15d4		52506				0.000013%		51758				0.000013%		1			51758.000000
0x4ffff09cc058		1726				0.000000%		1726				0.000000%		1			1726.000000
0x4ffff07b65d8		98				0.000000%		98				0.000000%		1			98.000000
0x4ffff07c5b04		3342				0.000001%		3342				0.000001%		2			1671.000000
0x4ffff0a0cd48		9673				0.000002%		9673				0.000002%		1			9673.000000
0x4ffff0839dd4		18743087				0.004529%		800872				0.000194%		1			800872.000000
0x4ffff07fa888		3474				0.000001%		3474				0.000001%		5			694.800000
0x4ffff0733104		39				0.000000%		39				0.000000%		1			39.000000
0x4ffff0733b80		81086				0.000020%		80237				0.000019%		7			11462.428571
0x4ffff07317e0		39				0.000000%		39				0.000000%		1			39.000000
0x4ffff09b57d4		3275				0.000001%		3275				0.000001%		1			3275.000000
0x4ffff06c9280		7872				0.000002%		7872				0.000002%		21			374.857143
0x4ffff07c6744		92				0.000000%		92				0.000000%		1			92.000000
0x4ffff0a49de0		148				0.000000%		148				0.000000%		3			49.333333
0x4ffff07c47d0		174				0.000000%		174				0.000000%		2			87.000000
0x4ffff0b95c80		2865738				0.000692%		2852231				0.000689%		1			2852231.000000
0x4ffff086d2cc		15670				0.000004%		13934				0.000003%		1			13934.000000
0x4ffff07b3fc8		348				0.000000%		348				0.000000%		1			348.000000
0x4ffff08b3860		317997181				0.076837%		111425604				0.026923%		1			111425604.000000
0x4ffff06ca00c		20552				0.000005%		11992				0.000003%		2			5996.000000
0x4ffff0b0ccb4		8454353				0.002043%		189104				0.000046%		1			189104.000000
0x4ffff0739480		131				0.000000%		131				0.000000%		2			65.500000
0x4ffff0731528		19354				0.000005%		16178				0.000004%		1			16178.000000
0x4ffff0b4b1d0		2740256				0.000662%		42829				0.000010%		1			42829.000000
0x4ffff07454d0		36				0.000000%		36				0.000000%		1			36.000000
0x4ffff08b0410		145827				0.000035%		129674				0.000031%		1			129674.000000
0x4ffff096cdac		1221				0.000000%		1221				0.000000%		1			1221.000000
0x4ffff099c8bc		1227902				0.000297%		435552				0.000105%		1			435552.000000
0x4ffff09cc9fc		2669				0.000001%		2669				0.000001%		1			2669.000000
0x4ffff09c4e20		793				0.000000%		793				0.000000%		1			793.000000
0x4ffff0a86fb4		25313				0.000006%		25313				0.000006%		33			767.060606
0x4ffff0a00170		13815				0.000003%		13815				0.000003%		1			13815.000000
0x4ffff0a3651c		22241245				0.005374%		8431527				0.002037%		1			8431527.000000
0x4ffff0a38dc0		110412				0.000027%		110412				0.000027%		1			110412.000000
0x4ffff0830080		12554				0.000003%		12554				0.000003%		3			4184.666667
0x4ffff07462f8		1648				0.000000%		1648				0.000000%		1			1648.000000
0x4ffff09ce8c4		192				0.000000%		192				0.000000%		4			48.000000
0x4ffff09ffb30		44863				0.000011%		44863				0.000011%		4			11215.750000
0x4ffff0a4a03c		10230				0.000002%		10230				0.000002%		10			1023.000000
0x4ffff074873c		1924				0.000000%		1924				0.000000%		15			128.266667
0x4ffff0849438		69				0.000000%		69				0.000000%		2			34.500000
0x4ffff09cfd1c		664				0.000000%		664				0.000000%		1			664.000000
0x4ffff0849504		93				0.000000%		93				0.000000%		2			46.500000
0x4ffff0a49ad0		38				0.000000%		38				0.000000%		1			38.000000
0x4ffff09cecfc		2610				0.000001%		2610				0.000001%		1			2610.000000
0x4ffff0700c9c		3176				0.000001%		3176				0.000001%		1			3176.000000
0x4ffff073a2cc		3106				0.000001%		3106				0.000001%		1			3106.000000
0x4ffff07e03e4		8856206961				2.139899%		3127274559				0.755634%		60			52121242.650000
0x4ffff072b6e4		47741				0.000012%		47741				0.000012%		11			4340.090909
0x4ffff0771c04		4909				0.000001%		4909				0.000001%		1			4909.000000
0x4ffff0b89e68		17326				0.000004%		17326				0.000004%		4			4331.500000
0x4ffff09c3468		14979				0.000004%		10129				0.000002%		1			10129.000000
0x4ffff06e21c4		5235				0.000001%		5235				0.000001%		1			5235.000000
0x4ffff0777a44		41929				0.000010%		41929				0.000010%		64			655.140625
0x4ffff079dfb0		16250				0.000004%		16250				0.000004%		1			16250.000000
